,DBN,School Name,BN,Number of Students_K_G&T,Number of Classes_K_G&T,Average Class Size_K_G&T,Minimum Class Size_K_G&T,Maximum Class Size_K_G&T,Number of Students_K_ICT,Number of Classes_K_ICT,Average Class Size_K_ICT,Minimum Class Size_K_ICT,Maximum Class Size_K_ICT,Number of Students_K_Gen Ed,Number of Classes_K_Gen Ed,Average Class Size_K_Gen Ed,Minimum Class Size_K_Gen Ed,Maximum Class Size_K_Gen Ed,Number of Students_K_ICT & G&T,Number of Classes_K_ICT & G&T,Average Class Size_K_ICT & G&T,Minimum Class Size_K_ICT & G&T,Maximum Class Size_K_ICT & G&T,Number of Students_1_G&T,Number of Classes_1_G&T,Average Class Size_1_G&T,Minimum Class Size_1_G&T,Maximum Class Size_1_G&T,Number of Students_1_ICT,Number of Classes_1_ICT,Average Class Size_1_ICT,Minimum Class Size_1_ICT,Maximum Class Size_1_ICT,Number of Students_1_Gen Ed,Number of Classes_1_Gen Ed,Average Class Size_1_Gen Ed,Minimum Class Size_1_Gen Ed,Maximum Class Size_1_Gen Ed,Number of Students_1_ICT & G&T,Number of Classes_1_ICT & G&T,Average Class Size_1_ICT & G&T,Minimum Class Size_1_ICT & G&T,Maximum Class Size_1_ICT & G&T,Number of Students_2_G&T,Number of Classes_2_G&T,Average Class Size_2_G&T,Minimum Class Size_2_G&T,Maximum Class Size_2_G&T,Number of Students_2_ICT,Number of Classes_2_ICT,Average Class Size_2_ICT,Minimum Class Size_2_ICT,Maximum Class Size_2_ICT,Number of Students_2_Gen Ed,Number of Classes_2_Gen Ed,Average Class Size_2_Gen Ed,Minimum Class Size_2_Gen Ed,Maximum Class Size_2_Gen Ed,Number of Students_2_ICT & G&T,Number of Classes_2_ICT & G&T,Average Class Size_2_ICT & G&T,Minimum Class Size_2_ICT & G&T,Maximum Class Size_2_ICT & G&T,Number of Students_3_G&T,Number of Classes_3_G&T,Average Class Size_3_G&T,Minimum Class Size_3_G&T,Maximum Class Size_3_G&T,Number of Students_3_ICT,Number of Classes_3_ICT,Average Class Size_3_ICT,Minimum Class Size_3_ICT,Maximum Class Size_3_ICT,Number of Students_3_Gen Ed,Number of Classes_3_Gen Ed,Average Class Size_3_Gen Ed,Minimum Class Size_3_Gen Ed,Maximum Class Size_3_Gen Ed,Number of Students_3_ICT & G&T,Number of Classes_3_ICT & G&T,Average Class Size_3_ICT & G&T,Minimum Class Size_3_ICT & G&T,Maximum Class Size_3_ICT & G&T,Number of Students_4_G&T,Number of Classes_4_G&T,Average Class Size_4_G&T,Minimum Class Size_4_G&T,Maximum Class Size_4_G&T,Number of Students_4_ICT,Number of Classes_4_ICT,Average Class Size_4_ICT,Minimum Class Size_4_ICT,Maximum Class Size_4_ICT,Number of Students_4_Gen Ed,Number of Classes_4_Gen Ed,Average Class Size_4_Gen Ed,Minimum Class Size_4_Gen Ed,Maximum Class Size_4_Gen Ed,Number of Students_4_ICT & G&T,Number of Classes_4_ICT & G&T,Average Class Size_4_ICT & G&T,Minimum Class Size_4_ICT & G&T,Maximum Class Size_4_ICT & G&T,Number of Students_5_G&T,Number of Classes_5_G&T,Average Class Size_5_G&T,Minimum Class Size_5_G&T,Maximum Class Size_5_G&T,Number of Students_5_ICT,Number of Classes_5_ICT,Average Class Size_5_ICT,Minimum Class Size_5_ICT,Maximum Class Size_5_ICT,Number of Students_5_Gen Ed,Number of Classes_5_Gen Ed,Average Class Size_5_Gen Ed,Minimum Class Size_5_Gen Ed,Maximum Class Size_5_Gen Ed,Number of Students_5_ICT & G&T,Number of Classes_5_ICT & G&T,Average Class Size_5_ICT & G&T,Minimum Class Size_5_ICT & G&T,Maximum Class Size_5_ICT & G&T,Number of Students_6_ICT,Number of Classes_6_ICT,Average Class Size_6_ICT,Minimum Class Size_6_ICT,Maximum Class Size_6_ICT,Number of Students_6_Gen Ed,Number of Classes_6_Gen Ed,Average Class Size_6_Gen Ed,Minimum Class Size_6_Gen Ed,Maximum Class Size_6_Gen Ed,Number of Students_7_ICT,Number of Classes_7_ICT,Average Class Size_7_ICT,Minimum Class Size_7_ICT,Maximum Class Size_7_ICT,Number of Students_7_Gen Ed,Number of Classes_7_Gen Ed,Average Class Size_7_Gen Ed,Minimum Class Size_7_Gen Ed,Maximum Class Size_7_Gen Ed,Number of Students_8_ICT,Number of Classes_8_ICT,Average Class Size_8_ICT,Minimum Class Size_8_ICT,Maximum Class Size_8_ICT,Number of Students_8_Gen Ed,Number of Classes_8_Gen Ed,Average Class Size_8_Gen Ed,Minimum Class Size_8_Gen Ed,Maximum Class Size_8_Gen Ed,Number of Students_K-8 SC_SC 12:1:1,Number of Classes_K-8 SC_SC 12:1:1,Average Class Size_K-8 SC_SC 12:1:1,Minimum Class Size_K-8 SC_SC 12:1:1,Maximum Class Size_K-8 SC_SC 12:1:1,Number of Students_K-8 SC_SC 12:1,Number of Classes_K-8 SC_SC 12:1,Average Class Size_K-8 SC_SC 12:1,Minimum Class Size_K-8 SC_SC 12:1,Maximum Class Size_K-8 SC_SC 12:1,Number of Students_K-8 SC_SC 6:1:1,Number of Classes_K-8 SC_SC 6:1:1,Average Class Size_K-8 SC_SC 6:1:1,Minimum Class Size_K-8 SC_SC 6:1:1,Maximum Class Size_K-8 SC_SC 6:1:1,Number of Students_K-8 SC_SC 8:1:1,Number of Classes_K-8 SC_SC 8:1:1,Average Class Size_K-8 SC_SC 8:1:1,Minimum Class Size_K-8 SC_SC 8:1:1,Maximum Class Size_K-8 SC_SC 8:1:1,Number of Students_K-8 SC_SC 15:1,Number of Classes_K-8 SC_SC 15:1,Average Class Size_K-8 SC_SC 15:1,Minimum Class Size_K-8 SC_SC 15:1,Maximum Class Size_K-8 SC_SC 15:1
232,08X101,MS X101 EDWARD R BYRNE,X101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,26,26,26,136,5,27.2,24,30,57,2,28.5,27,30,110,4,27.5,24,30,56,2,28,28,28,82,3,27.33333,26,30,29,3,9.666666,7,12,,,,,,,,,,,,,,,,,,,,
233,08X107,PS 107,X107,,,,,,18,1,18,18,18,42,2,21,19,23,,,,,,,,,,,60,2,30,28,32,30,1,30,30,30,,,,,,,,,,,48,2,24,21,27,23,1,23,23,23,,,,,,,,,,,20,1,20,20,20,48,2,24,23,25,,,,,,,,,,,25,1,25,25,25,42,2,21,20,22,,,,,,,,,,,29,1,29,29,29,53,2,26.5,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5,11.4,10,14,,,,,,,,,,,,,,,,,,,,
234,08X119,PS 119,X119,,,,,,24,1,24,24,24,75,3,25,25,25,,,,,,,,,,,26,1,26,26,26,110,4,27.5,26,28,,,,,,,,,,,27,1,27,27,27,107,4,26.75,24,28,,,,,,,,,,,29,1,29,29,29,114,4,28.5,27,30,,,,,,,,,,,26,1,26,26,26,103,4,25.75,23,28,,,,,,,,,,,85,3,28.33333,24,32,88,3,29.33333,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3,11.33333,9,13,,,,,,,,,,,,,,,
235,08X123,JHS 123 JAMES M KIERAN,X123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,25,25,25,104,4,26,23,28,31,1,31,31,31,85,3,28.33333,27,29,25,1,25,25,25,50,2,25,24,26,30,3,10,9,11,,,,,,,,,,,,,,,,,,,,
236,08X125,JHS 125 HENRY HUDSON,X125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,23,23,23,82,3,27.33333,26,29,28,1,28,28,28,83,3,27.66666,24,30,21,1,21,21,21,83,3,27.66666,24,30,17,2,8.5,8,9,10,1,10,10,10,,,,,,,,,,,,,,,
237,08X130,PS 130 ABRAM STEVENS HEWITT,X130,,,,,,19,1,19,19,19,37,2,18.5,16,21,,,,,,,,,,,24,1,24,24,24,45,2,22.5,22,23,,,,,,,,,,,17,1,17,17,17,39,2,19.5,19,20,,,,,,,,,,,20,1,20,20,20,42,2,21,21,21,,,,,,,,,,,23,1,23,23,23,48,2,24,20,28,,,,,,,,,,,24,1,24,24,24,42,2,21,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,4,11.5,10,13,23,2,11.5,11,12,,,,,,,,,,,,,,,
238,08X131,JHS 131 ALBERT EINSTEIN,X131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,27.5,26,29,74,3,24.66666,21,29,54,2,27,26,28,81,3,27,26,29,57,2,28.5,27,30,84,3,28,26,29,32,3,10.66666,10,11,21,2,10.5,9,12,,,,,,,,,,,,,,,
239,08X138,PS 138 SAMUEL RANDALL,X138,,,,,,22,1,22,22,22,87,4,21.75,16,24,,,,,,,,,,,20,1,20,20,20,65,3,21.66666,21,23,,,,,,,,,,,20,1,20,20,20,89,3,29.66666,29,30,,,,,,,,,,,18,1,18,18,18,74,3,24.66666,23,26,,,,,,,,,,,28,1,28,28,28,59,2,29.5,29,30,,,,,,,,,,,21,1,21,21,21,107,4,26.75,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,8.333333,7,11,21,2,10.5,9,12,,,,,,,,,,,,,,,
240,08X140,PS X140 THE EAGLE SCHOOL,X140,,,,,,27,1,27,27,27,59,3,19.66666,16,22,,,,,,,,,,,,,,,,90,4,22.5,20,26,,,,,,,,,,,23,1,23,23,23,67,3,22.33333,22,23,,,,,,,,,,,,,,,,103,4,25.75,24,27,,,,,,,,,,,25,1,25,25,25,56,3,18.66666,15,23,,,,,,,,,,,25,1,25,25,25,57,3,19,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,10.33333,8,13,24,2,12,12,12,,,,,,,,,,,,,,,
241,08X146,PS 146 EDWARD COLLINS,X146,,,,,,20,1,20,20,20,35,2,17.5,17,18,,,,,,,,,,,30,1,30,30,30,30,1,30,30,30,,,,,,,,,,,28,1,28,28,28,32,1,32,32,32,,,,,,,,,,,18,1,18,18,18,47,2,23.5,23,24,,,,,,,,,,,25,1,25,25,25,29,1,29,29,29,,,,,,,,,,,,,,,,41,2,20.5,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,4,10.25,8,12,,,,,,,,,,,,,,,,,,,,
242,08X152,PS 152 EVERGREEN,X152,,,,,,25,1,25,25,25,96,5,19.2,18,22,,,,,,,,,,,28,1,28,28,28,116,5,23.2,20,29,,,,,,,,,,,21,1,21,21,21,116,5,23.2,19,26,,,,,,,,,,,23,1,23,23,23,112,5,22.4,21,23,,,,,,,,,,,25,1,25,25,25,113,5,22.6,20,25,,,,,,,,,,,22,1,22,22,22,93,4,23.25,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,8,8,34,3,11.33333,10,12,,,,,,,,,,,,,,,
243,08X182,PS 182,X182,,,,,,45,2,22.5,22,23,68,3,22.66666,21,24,,,,,,,,,,,48,2,24,23,25,72,3,24,21,26,,,,,,23,1,23,23,23,52,2,26,25,27,74,3,24.66666,23,26,,,,,,27,1,27,27,27,25,1,25,25,25,88,4,22,20,24,,,,,,26,1,26,26,26,26,1,26,26,26,92,4,23,22,25,,,,,,22,1,22,22,22,53,2,26.5,24,29,84,3,28,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,X269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,31,31,31,56,2,28,26,30,32,1,32,32,32,61,2,30.5,30,31,28,1,28,28,28,49,2,24.5,21,28,,,,,,20,2,10,9,11,,,,,,,,,,,,,,,
245,08X301,MS 301 PAUL L DUNBAR,X301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3,20.33333,16,23,14,1,14,<15,<15,40,2,20,18,22,49,2,24.5,23,26,51,2,25.5,22,29,26,1,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,
246,08X302,MS 302 LUISA DESSUS CRUZ,X302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,24.5,24,25,88,3,29.33333,27,31,64,2,32,31,33,97,3,32.33333,31,>34,28,1,28,28,28,118,4,29.5,29,30,40,4,10,9,12,,,,,,,,,,,,,,,,,,,,
247,08X304,PS 304 EARLY CHILDHOOD SCHOOL,X304,,,,,,,,,,,70,3,23.33333,22,26,,,,,,,,,,,,,,,,77,3,25.66666,24,27,,,,,,,,,,,,,,,,80,3,26.66666,26,27,,,,,,,,,,,26,1,26,26,26,50,2,25,25,25,,,,,,,,,,,,,,,,60,2,30,30,30,,,,,,,,,,,,,,,,83,3,27.66666,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,12,12,12,12,1,12,12,12,,,,,,,,,,,,,,,
248,08X333,PS 333 - THE MUSEUM SCHOOL,X333,,,,,,17,1,17,17,17,56,3,18.66666,18,19,,,,,,,,,,,28,1,28,28,28,56,2,28,26,30,,,,,,,,,,,22,1,22,22,22,41,2,20.5,20,21,,,,,,,,,,,26,1,26,26,26,69,3,23,18,26,,,,,,,,,,,28,1,28,28,28,60,2,30,28,32,,,,,,,,,,,25,1,25,25,25,48,2,24,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,10.2,7,13,67,6,11.16666,9,12,,,,,,,,,,,,,,,
249,08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,X337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,5,31.2,28,34,22,1,22,22,22,151,5,30.2,26,>34,30,1,30,30,30,74,3,24.66666,23,26,81,3,27,25,28,,,,,,,,,,,,,,,,,,,,,,,,,
250,08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",X367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,27,27,27,65,3,21.66666,16,26,26,1,26,26,26,70,3,23.33333,20,26,26,1,26,26,26,64,3,21.33333,<15,28,21,2,10.5,8,13,,,,,,,,,,,,,,,,,,,,
251,08X371,URBAN INSTITUTE OF MATHEMATICS,X371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,26,26,26,81,3,27,22,30,29,1,29,29,29,84,3,28,25,30,,,,,,106,4,26.5,24,29,22,2,11,11,11,,,,,,,,,,,,,,,,,,,,
252,08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,X375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,20,20,20,47,2,23.5,20,27,70,3,23.33333,19,26,,,,,,55,3,18.33333,16,22,,,,,,11,1,11,11,11,23,2,11.5,10,13,,,,,,,,,,,,,,,
253,08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,X376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,18,18,18,15,1,15,15,15,49,2,24.5,24,25,27,1,27,27,27,45,2,22.5,22,23,,,,,,,,,,,9,1,9,9,9,,,,,,,,,,,,,,,
254,08X392,BRONX DELTA SCHOOL,X392,,,,,,36,2,18,<15,24,47,2,23.5,23,24,,,,,,,,,,,23,1,23,23,23,40,2,20,20,20,,,,,,,,,,,27,1,27,27,27,26,1,26,26,26,,,,,,,,,,,19,1,19,19,19,15,1,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,13,13,13,,,,,,,,,,,,,,,,,,,,
255,08X424,THE HUNTS POINT SCHOOL,X424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,20,20,20,61,3,20.33333,17,24,28,1,28,28,28,53,2,26.5,26,27,31,1,31,31,31,62,2,31,30,32,28,3,9.333333,8,11,22,2,11,11,11,,,,,,,,,,,,,,,
256,08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,X448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,30,30,30,89,3,29.66666,29,30,60,2,30,30,30,62,2,31,30,32,55,2,27.5,26,29,50,2,25,24,26,34,3,11.33333,11,12,,,,,,,,,,,,,,,,,,,,
257,08X467,MOTT HALL COMMUNITY SCHOOL,X467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,30,30,30,64,3,21.33333,17,25,31,1,31,31,31,70,3,23.33333,22,26,26,1,26,26,26,78,3,26,21,32,28,3,9.333333,7,12,,,,,,,,,,,,,,,,,,,,
258,08X562,BLUEPRINT MIDDLE SCHOOL,X562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2,28,27,29,57,2,28.5,28,29,56,2,28,27,29,56,2,28,26,30,30,1,30,30,30,60,2,30,30,30,,,,,,21,2,10.5,8,13,,,,,,,,,,,,,,,
259,08X583,PS 583,X583,,,,,,25,1,25,25,25,42,2,21,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,09X004,PS/MS 004 CROTONA PARK WEST,X004,,,,,,,,,,,57,3,19,17,20,,,,,,,,,,,24,1,24,24,24,37,2,18.5,18,19,,,,,,,,,,,,,,,,44,3,14.66666,<15,16,,,,,,,,,,,,,,,,65,3,21.66666,20,24,,,,,,,,,,,19,1,19,19,19,32,2,16,16,16,,,,,,,,,,,,,,,,52,3,17.33333,17,18,,,,,,,,,,,45,2,22.5,21,24,29,1,29,29,29,30,1,30,30,30,28,1,28,28,28,22,1,22,22,22,45,4,11.25,9,12,12,1,12,12,12,,,,,,,,,,,,,,,
261,09X011,PS 011 HIGHBRIDGE,X011,,,,,,21,1,21,21,21,60,3,20,17,23,,,,,,,,,,,27,1,27,27,27,75,3,25,22,29,,,,,,,,,,,26,1,26,26,26,67,3,22.33333,19,26,,,,,,,,,,,18,1,18,18,18,69,3,23,20,25,,,,,,,,,,,22,1,22,22,22,67,3,22.33333,22,23,,,,,,,,,,,22,1,22,22,22,69,3,23,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,5,10.4,8,13,,,,,,,,,,,,,,,,,,,,
262,09X022,JHS 022 JORDAN L MOTT,X022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,24.5,24,25,74,3,24.66666,23,26,59,2,29.5,29,30,82,3,27.33333,26,28,57,2,28.5,28,29,75,3,25,23,28,36,3,12,12,12,,,,,,,,,,,,,,,,,,,,
263,09X028,PS 028 MOUNT HOPE,X028,,,,,,20,1,20,20,20,79,4,19.75,16,22,,,,,,,,,,,27,1,27,27,27,92,4,23,18,29,,,,,,,,,,,27,1,27,27,27,44,2,22,20,24,,,,,,,,,,,27,1,27,27,27,83,3,27.66666,26,30,,,,,,,,,,,30,1,30,30,30,49,2,24.5,21,28,,,,,,,,,,,25,1,25,25,25,60,2,30,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,7.75,<6,12,22,2,11,11,11,,,,,,27,4,6.75,6,8,,,,,
264,09X035,PS 035 FRANZ SIEGEL,X035,,,,,,27,1,27,27,27,74,3,24.66666,24,25,,,,,,,,,,,27,1,27,27,27,81,3,27,26,29,,,,,,,,,,,22,1,22,22,22,69,3,23,21,25,,,,,,,,,,,42,2,21,20,22,50,2,25,25,25,,,,,,,,,,,52,2,26,25,27,45,2,22.5,19,26,,,,,,,,,,,30,1,30,30,30,83,3,27.66666,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,12.5,12,13,33,3,11,10,13,,,,,,,,,,,,,,,
265,09X042,PS 042 CLAREMONT,X042,,,,,,21,1,21,21,21,43,2,21.5,19,24,,,,,,,,,,,25,1,25,25,25,43,2,21.5,19,24,,,,,,,,,,,26,1,26,26,26,41,2,20.5,20,21,,,,,,,,,,,22,1,22,22,22,41,2,20.5,20,21,,,,,,,,,,,23,1,23,23,23,32,2,16,16,16,,,,,,,,,,,26,1,26,26,26,40,2,20,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,11,11,11,10,1,10,10,10,,,,,,,,,,,,,,,
266,09X053,PS 053 BASHEER QUISIM,X053,,,,,,17,1,17,17,17,132,8,16.5,15,18,,,,,,,,,,,24,1,24,24,24,157,7,22.42857,19,25,,,,,,,,,,,20,1,20,20,20,137,7,19.57142,17,22,,,,,,,,,,,21,1,21,21,21,152,9,16.88888,15,20,,,,,,,,,,,22,1,22,22,22,161,9,17.88888,15,21,,,,,,,,,,,17,1,17,17,17,159,9,17.66666,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,8,<6,12,54,5,10.8,7,13,,,,,,,,,,,,,,,
267,09X055,PS 055 BENJAMIN FRANKLIN,X055,,,,,,25,1,25,25,25,74,3,24.66666,22,26,,,,,,,,,,,18,1,18,18,18,65,3,21.66666,18,24,,,,,,,,,,,19,1,19,19,19,70,3,23.33333,22,26,,,,,,,,,,,29,1,29,29,29,79,3,26.33333,26,27,,,,,,,,,,,25,1,25,25,25,73,3,24.33333,23,27,,,,,,,,,,,24,1,24,24,24,74,3,24.66666,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,09X058,PS 058,X058,,,,,,27,1,27,27,27,21,1,21,21,21,,,,,,,,,,,,,,,,62,3,20.66666,20,22,,,,,,,,,,,,,,,,61,3,20.33333,18,23,,,,,,,,,,,,,,,,58,2,29,27,31,,,,,,,,,,,,,,,,57,2,28.5,28,29,,,,,,,,,,,,,,,,51,2,25.5,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,6,11.83333,11,13,,,,,,,,,,,,,,,,,,,,
269,09X063,PS 063 AUTHOR'S ACADEMY,X063,,,,,,18,1,18,18,18,64,3,21.33333,20,23,,,,,,,,,,,24,1,24,24,24,53,2,26.5,26,27,,,,,,,,,,,21,1,21,21,21,74,3,24.66666,23,26,,,,,,,,,,,16,1,16,16,16,56,3,18.66666,<15,22,,,,,,,,,,,20,1,20,20,20,46,2,23,22,24,,,,,,,,,,,28,1,28,28,28,70,3,23.33333,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4,12.25,9,14,,,,,,,,,,,,,,,,,,,,
270,09X070,PS 070 MAX SCHOENFELD,X070,,,,,,24,1,24,24,24,145,7,20.71428,18,23,,,,,,,,,,,25,1,25,25,25,175,7,25,21,27,,,,,,,,,,,51,2,25.5,25,26,126,5,25.2,24,26,,,,,,,,,,,27,1,27,27,27,165,6,27.5,23,30,,,,,,,,,,,25,1,25,25,25,161,7,23,20,28,,,,,,,,,,,29,1,29,29,29,179,7,25.57142,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8,11.875,11,12,,,,,,,,,,,,,,,,,,,,
271,09X073,PS 073 BRONX,X073,,,,,,23,1,23,23,23,68,3,22.66666,20,27,,,,,,,,,,,26,1,26,26,26,68,3,22.66666,20,25,,,,,,,,,,,,,,,,107,4,26.75,25,28,,,,,,,,,,,,,,,,100,4,25,19,30,,,,,,,,,,,22,1,22,22,22,90,4,22.5,22,23,,,,,,,,,,,25,1,25,25,25,79,3,26.33333,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4,8.75,<6,12,10,1,10,10,10,,,,,,,,,,,,,,,
272,09X088,PS X088 - S SILVERSTEIN LITTLE SPARROW SCHOOL,X088,,,,,,,,,,,40,2,20,20,20,,,,,,,,,,,,,,,,38,2,19,18,20,,,,,,,,,,,,,,,,26,1,26,26,26,,,,,,,,,,,,,,,,20,2,10,<15,<15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,9,9,9,,,,,,,,,,,,,,,
273,09X109,PS 109 SEDGWICK,X109,,,,,,15,1,15,15,15,88,4,22,19,25,,,,,,,,,,,22,1,22,22,22,72,3,24,22,25,,,,,,,,,,,22,1,22,22,22,80,4,20,16,22,,,,,,,,,,,25,1,25,25,25,55,2,27.5,24,31,,,,,,,,,,,22,1,22,22,22,74,3,24.66666,23,27,,,,,,,,,,,27,1,27,27,27,65,3,21.66666,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,10,7,12,,,,,,,,,,,,,,,,,,,,
